,,,,,,,,,,,,,,,,,,,,AVG SCORE,-0.049703839,,
,,,,,,,,,,,,,,,,,,,,STNRD DEV,0.0502797,,
Week,die: (Alabama),police: (Alabama),gunshot: (Alabama),murder: (Alabama),negligence: (Alabama),power: (Alabama),school: (Alabama),setback: (Alabama),law: (Alabama),crime: (Alabama),business: (Alabama),economy: (Alabama),ethics: (Alabama),innovation: (Alabama),politician: (Alabama),progress: (Alabama),employment: (Alabama),success: (Alabama),trustworthy: (Alabama),work: (Alabama),TI SCORES,,
9/14/2014,24,30,0,9,1,21,74,0,10,3,81,9,6,3,1,3,12,6,0,80,-0.077747989,-0.557762886,0.053401202
9/21/2014,20,33,0,17,1,20,76,0,11,3,79,9,8,2,0,5,10,6,1,79,-0.047368421,0.046448522,-0.033901044
9/28/2014,24,30,0,15,1,23,77,0,11,2,80,9,6,1,0,3,12,6,0,82,-0.041884817,0.155510515,-0.173293291
10/5/2014,24,34,0,15,0,22,70,0,10,2,80,8,6,2,0,4,10,7,0,76,-0.043243243,0.128493121,-0.056827682
10/12/2014,27,30,0,15,0,22,69,0,11,2,76,9,7,2,1,4,13,5,0,78,-0.051212938,-0.030014086,0.075109518
10/19/2014,25,31,0,12,0,20,72,0,11,2,87,8,9,2,1,4,11,5,0,81,-0.091863517,-0.838502982,-0.146128358
10/26/2014,28,31,0,12,1,20,72,0,10,2,82,9,6,2,1,5,10,6,0,81,-0.068783069,-0.379461891,-0.27987146
11/2/2014,29,29,0,12,1,21,70,0,11,2,80,11,6,2,1,5,11,7,0,74,-0.059139785,-0.187669103,-0.358912015
11/9/2014,26,30,0,10,1,20,64,0,10,2,79,11,6,3,0,4,9,7,0,78,-0.094444444,-0.889834382,-0.57386709
11/16/2014,27,30,1,13,0,21,68,0,10,2,79,9,8,3,1,5,11,6,0,78,-0.075268817,-0.508455271,-0.491355162
11/23/2014,25,45,0,12,0,18,42,0,8,2,57,7,3,2,1,3,9,4,0,62,0.013333333,1.25373008,-0.083057169
11/30/2014,26,39,0,10,1,23,65,0,10,2,75,9,7,3,1,3,10,5,0,78,-0.040871935,0.175655467,0.007773974
12/7/2014,26,38,0,12,0,20,59,0,11,2,78,11,7,1,1,3,9,4,0,77,-0.064066852,-0.285662278,0.158817
12/14/2014,26,36,0,13,0,20,55,0,9,2,62,10,5,1,1,3,10,4,0,72,-0.021276596,0.565382115,0.427276346
12/21/2014,29,44,1,11,1,19,25,0,7,2,47,3,1,1,0,4,4,4,0,67,0.02962963,1.57784292,0.508304556
12/28/2014,24,31,1,10,0,21,37,0,7,2,56,3,2,1,0,3,9,3,0,68,-0.043165468,0.13003998,0.496900684
1/4/2015,26,33,0,10,0,22,70,0,10,2,83,5,4,2,1,4,14,5,0,76,-0.057220708,-0.149501085,0.530940982
1/11/2015,28,32,0,11,0,21,70,0,10,2,78,9,7,2,1,5,14,6,0,77,-0.067024129,-0.344478785,0.303475758
1/18/2015,30,33,0,11,1,20,59,0,11,3,92,9,7,2,0,3,13,6,0,83,-0.122715405,-1.452108229,-0.454012029
1/25/2015,27,33,0,13,0,21,63,0,11,2,87,10,6,3,0,4,12,6,0,85,-0.11227154,-1.244392903,-0.79762025
2/1/2015,27,29,1,13,1,21,63,0,10,2,80,8,8,3,1,3,11,6,0,78,-0.084931507,-0.700634016,-0.935403483
2/8/2015,26,32,0,12,0,20,65,0,11,2,86,9,6,2,1,3,13,5,1,78,-0.096774194,-0.936170162,-1.083326328
2/15/2015,32,33,0,13,1,20,75,0,9,2,89,8,7,2,1,4,13,4,0,77,-0.051282051,-0.031388662,-0.728146436
2/22/2015,24,33,0,13,0,22,80,0,11,2,82,10,6,2,1,3,11,6,0,76,-0.031413613,0.363769598,-0.32610581
3/1/2015,26,32,0,12,0,22,75,0,10,3,91,9,5,2,1,4,10,6,0,85,-0.083969466,-0.681500227,-0.321322363
3/8/2015,30,36,0,10,1,21,65,0,12,3,100,11,9,2,1,4,12,5,0,78,-0.11,-1.19921482,-0.387083528
3/15/2015,28,36,0,13,1,20,63,0,10,2,83,10,5,3,1,3,10,4,1,73,-0.054644809,-0.098269679,-0.403803782
3/22/2015,26,33,1,11,0,20,54,0,11,2,86,6,4,2,0,4,13,5,1,77,-0.112359551,-1.246143313,-0.80628201
3/29/2015,28,31,0,10,0,20,54,0,12,2,85,8,7,2,1,3,12,7,0,79,-0.130193906,-1.600846211,-1.036118506
4/5/2015,31,42,0,10,0,21,62,0,11,2,90,10,5,2,1,5,13,5,0,81,-0.084398977,-0.690042667,-0.908825468
4/12/2015,27,39,0,12,0,21,64,0,11,3,89,10,6,3,1,4,12,5,0,83,-0.092307692,-0.847337069,-1.096092315
4/19/2015,31,34,1,11,1,21,67,0,11,2,84,8,7,2,1,4,13,6,0,81,-0.07012987,-0.406248076,-0.886118506
4/26/2015,29,46,0,10,1,22,68,0,13,2,87,12,9,3,1,4,11,7,0,84,-0.06601467,-0.324401919,-0.567007433
5/3/2015,32,36,0,11,0,20,70,0,11,2,76,13,7,3,1,4,13,6,0,80,-0.054545455,-0.096293649,-0.418570178
5/10/2015,30,43,0,11,0,21,75,0,12,3,78,6,5,3,0,3,13,5,0,73,0.023622047,1.458359661,0.157854004
5/17/2015,28,36,0,10,0,21,75,0,10,2,77,7,5,2,1,5,12,5,0,73,-0.013550136,0.719051693,0.439178946
5/24/2015,27,40,0,10,0,26,50,0,9,2,74,6,4,2,0,5,14,2,0,72,-0.043731778,0.11877677,0.549973619
5/31/2015,26,34,0,11,0,24,47,0,10,2,69,4,5,1,1,4,15,4,0,83,-0.094117647,-0.883334793,0.353213333
6/7/2015,25,45,1,9,1,24,43,0,10,2,81,5,4,2,1,4,11,4,0,70,-0.064327485,-0.29084594,-0.084088068
6/14/2015,27,37,0,12,0,22,43,0,9,2,73,4,4,1,0,4,15,6,0,79,-0.100591716,-1.012095882,-0.516874961
6/21/2015,28,37,0,12,1,24,41,0,10,3,82,5,4,2,1,4,14,4,0,76,-0.103448276,-1.068909266,-0.81379647
6/28/2015,29,32,0,13,0,24,39,0,9,2,64,7,3,2,2,3,11,3,0,75,-0.06918239,-0.387403887,-0.689813744
7/5/2015,31,35,0,9,0,25,49,0,11,2,77,8,4,3,1,4,11,4,0,76,-0.074285714,-0.48890259,-0.739327906
7/12/2015,25,36,0,14,0,27,56,0,10,2,77,5,4,1,0,3,13,5,0,76,-0.039548023,0.201986412,-0.435807333
7/19/2015,23,39,0,12,1,24,63,0,10,2,72,6,4,1,1,3,14,4,0,73,-0.011363636,0.762538411,0.022054587
7/26/2015,27,38,1,12,1,24,76,0,9,2,76,5,4,3,1,3,13,4,0,75,0.016042781,1.307617582,0.445809954
8/2/2015,23,38,1,10,1,24,90,0,9,2,78,5,5,3,0,5,12,4,0,71,0.039370079,1.771568203,1.010927652
8/9/2015,25,35,0,10,0,27,91,0,10,2,75,6,5,3,0,4,11,5,0,81,0.025641026,1.498514602,1.335059699
8/16/2015,24,32,0,9,0,25,90,0,11,3,89,10,8,3,1,4,11,6,0,81,-0.046683047,0.060079756,1.159445036
8/23/2015,22,32,0,10,1,22,86,0,10,2,88,11,6,2,1,4,11,6,0,82,-0.065656566,-0.317279676,0.753220721
8/30/2015,26,40,1,11,1,24,82,0,11,2,86,8,8,3,1,3,11,7,0,81,-0.024630542,0.498676344,0.434997757
9/6/2015,24,33,0,11,1,22,76,0,11,2,77,10,6,3,1,2,9,5,0,87,-0.052631579,-0.05822907,0.045811839
9/13/2015,22,32,0,12,1,23,80,0,11,2,85,9,10,4,0,5,13,4,0,92,-0.096296296,-0.926665387,-0.200874447
9/20/2015,24,31,0,13,1,22,75,0,11,2,85,10,6,3,1,3,11,6,0,84,-0.077319588,-0.549242516,-0.258865157
9/27/2015,27,29,0,13,0,22,76,0,11,2,80,10,6,3,1,3,12,7,0,80,-0.057591623,-0.156878109,-0.42275377
10/4/2015,29,33,1,12,0,23,76,0,11,3,85,9,8,2,2,3,10,7,0,81,-0.048101266,0.031873161,-0.400228213
10/11/2015,29,31,0,12,1,22,71,0,11,2,84,7,5,2,0,4,9,7,1,79,-0.050397878,-0.013803567,-0.172012758
10/18/2015,28,29,0,12,1,23,73,0,11,2,84,12,7,2,1,4,11,5,0,81,-0.07253886,-0.454159857,-0.148242093
10/25/2015,33,39,0,12,1,22,72,0,11,2,85,12,6,2,1,3,12,5,0,83,-0.042394015,0.145383203,-0.072676765
11/1/2015,27,36,1,12,1,23,76,0,10,2,80,11,5,2,1,4,10,4,0,81,-0.025906736,0.473294453,0.037678558
11/8/2015,28,44,1,15,0,21,68,0,9,2,89,10,5,2,1,3,11,5,0,90,-0.069306931,-0.389880846,-0.056340762
11/15/2015,28,31,0,12,1,23,68,0,10,2,78,11,5,3,1,3,10,6,0,80,-0.059139785,-0.187669103,0.010281927
11/22/2015,29,33,1,9,1,21,39,0,7,2,48,5,3,1,1,2,8,3,0,63,0.028985507,1.565032135,0.36519416
11/29/2015,27,38,0,11,1,23,68,0,11,2,77,12,7,3,1,4,9,6,0,79,-0.044854881,0.096439667,0.270980464
12/6/2015,27,32,1,9,0,22,62,0,11,3,72,12,7,2,0,4,11,6,0,78,-0.069637883,-0.396463071,0.269334907
12/13/2015,25,31,1,9,0,22,58,0,9,2,64,5,3,2,1,3,8,5,0,72,-0.01875,0.615632927,0.470160415
12/20/2015,24,31,0,13,0,19,29,0,7,2,50,3,1,1,1,3,4,3,0,71,-0.045801527,0.07761208,0.098305401
12/27/2015,27,31,0,10,0,22,33,0,7,2,53,3,2,1,1,2,8,3,0,72,-0.046931408,0.055140163,0.087980525
1/3/2016,26,33,0,16,0,24,62,0,10,3,69,6,4,2,0,3,10,4,0,82,-0.016949153,0.651449518,0.349958672
1/10/2016,34,32,0,15,0,29,57,0,11,2,76,9,4,3,1,3,10,5,0,77,-0.02173913,0.556182882,0.335096161
1/17/2016,29,32,0,15,0,21,68,0,10,3,69,9,4,2,0,2,10,4,0,80,-0.005586592,0.877436555,0.535052279
1/24/2016,30,31,0,11,0,20,62,0,11,3,73,11,5,3,1,3,10,6,0,88,-0.086956522,-0.740909016,0.336039985
1/31/2016,26,31,0,13,0,21,65,0,11,3,77,13,6,3,1,4,12,5,0,85,-0.095744681,-0.915694449,-0.055746007
2/7/2016,27,33,0,14,1,20,61,0,11,3,69,9,6,2,1,3,9,5,0,83,-0.047619048,0.041463875,-0.184425759
2/14/2016,32,33,1,13,1,22,59,0,11,2,72,11,5,3,1,3,9,5,0,85,-0.054347826,-0.092363067,-0.426875664
2/21/2016,29,32,0,13,0,21,68,0,11,2,79,11,6,3,1,3,10,4,1,100,-0.106598985,-1.131572904,-0.524541636
2/28/2016,30,36,0,13,0,21,63,0,11,3,74,8,6,2,1,3,9,5,0,93,-0.063492063,-0.27423045,-0.364175637
3/6/2016,29,35,0,10,0,20,61,0,11,3,78,9,6,3,0,3,9,4,1,90,-0.091397849,-0.829241439,-0.581851965
3/13/2016,26,34,0,12,0,21,55,0,10,2,69,8,5,2,1,3,9,4,0,86,-0.077809798,-0.558992189,-0.698509245
3/20/2016,28,33,0,12,0,19,51,0,10,2,64,8,6,2,0,3,8,4,0,86,-0.077380952,-0.550462983,-0.553231765
3/27/2016,31,32,0,12,0,21,45,0,11,2,75,7,5,2,0,4,9,3,0,85,-0.104651163,-1.092833174,-0.757882446
4/3/2016,32,32,0,11,0,21,58,0,11,2,75,8,5,2,0,3,11,5,0,89,-0.084931507,-0.700634016,-0.725730591
4/10/2016,29,33,0,11,0,20,56,0,12,2,80,9,5,2,0,4,10,5,0,87,-0.106849315,-1.136551659,-0.870120458
4/17/2016,49,35,0,13,0,21,57,0,11,2,76,11,7,2,1,3,10,5,0,91,-0.045685279,0.079924097,-0.712523688
4/24/2016,35,28,0,12,0,22,60,0,11,2,76,10,7,2,1,4,12,4,0,84,-0.081081081,-0.62405389,-0.595328867
5/1/2016,30,31,0,11,0,21,60,0,11,2,71,11,6,2,1,4,10,5,0,85,-0.08033241,-0.609163763,-0.572461304
5/8/2016,31,33,0,11,0,22,64,0,11,2,67,8,3,2,1,3,12,4,0,87,-0.03601108,0.272331746,-0.220240453
5/15/2016,28,36,0,11,0,21,69,0,10,2,65,7,3,2,1,3,12,5,0,85,-0.016666667,0.657067807,-0.075954525
5/22/2016,25,33,0,13,1,20,60,0,10,2,62,6,3,1,0,3,11,4,0,82,-0.023809524,0.515005361,0.208810288
5/29/2016,27,35,0,12,0,23,43,0,9,2,61,5,3,3,0,3,10,3,0,82,-0.059190031,-0.188668437,0.313934119
